Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-02783,2016,5,7,15,50,2016,5,7,15,55,2016,5,7,20,20,2016,5,7,16,24,2016,5,7,16,40,STN-00255,________________,STN-00191,________,P-COM,___0_428,428,0:15:49,220.2752, , ,,Stuff
MNR-02782,2016,5,6,19,56,2016,5,6,20,0,2016,5,7,0,25,2016,5,6,20,4,2016,5,6,20,6,STN-00201,__________,STN-00204,___________,P-COM,___0_415,415,0:02:46,54.898, , ,,Stuff
MNR-02781,2016,5,6,16,59,2016,5,6,17,0,2016,5,6,21,25,2016,5,6,17,2,2016,5,6,17,8,STN-00256,______,STN-00244,________,P-COM,___0_425,425,0:06:23,88.372, , ,,Stuff
MNR-02780,2016,5,6,16,41,2016,5,6,16,45,2016,5,6,21,10,2016,5,6,16,56,2016,5,6,16,59,STN-00237,_______________,STN-00256,______,P-COM,___0_403,403,0:02:43,35.5408, , ,,Stuff
MNR-02779,2016,5,6,12,1,2016,5,6,12,5,2016,5,6,12,15,2016,5,6,12,6,2016,5,6,12,8,STN-00224,_______,STN-00224,_______,P-COM,___0_418,418,0:01:56,1.4725, , ,,Stuff
MNR-02778,2016,5,6,11,34,2016,5,6,11,35,2016,5,6,16,0,2016,5,6,11,42,2016,5,6,11,45,STN-00256,______,STN-00244,________,P-COM,___0_413,413,0:03:54,95.2639, , ,,Stuff
MNR-02777,2016,5,6,11,24,2016,5,6,11,25,2016,5,6,15,50,2016,5,6,11,33,2016,5,6,11,37,STN-00237,_______________,STN-00256,______,P-COM,___0_425,425,0:03:53,32.334, , ,,Stuff
MNR-02776,2016,5,6,9,56,2016,5,6,10,10,2016,5,6,14,35,2016,5,6,11,27,2016,5,6,11,32,STN-00256,______,STN-00237,_______________,P-COM,___0_403,403,0:04:50,32.4734, , ,,Stuff
MNR-02775,2016,5,6,9,41,2016,5,6,9,45,2016,5,6,14,10,2016,5,6,10,14,2016,5,6,10,22,STN-00243,_______,STN-00204,___________,P-COM,___0_416,416_1,0:07:56,148.8209, , ,,Stuff
MNR-02774,2016,5,5,19,4,2016,5,5,19,5,2016,5,5,19,55,2016,5,5,19,8,2016,5,5,19,17,STN-00204,___________,STN-00204,___________,P-COM,___0_428,428,0:08:59,83.609, , ,,Stuff
MNR-02773,2016,5,5,16,5,2016,5,5,16,10,2016,5,5,16,55,2016,5,5,16,15,2016,5,5,16,51,STN-00204,___________,STN-00204,___________,P-COM,___0_428,428,0:36:08,1121.0848, , ,,Stuff
MNR-02772,2016,5,5,11,57,2016,5,5,12,0,2016,5,5,16,25,2016,5,5,12,17,2016,5,5,12,36,STN-00258,_____,STN-00195,_____,P-COM,___0_414,414,0:19:11,317.9931, , ,,Stuff
MNR-02771,2016,5,5,11,49,2016,5,5,11,55,2016,5,5,16,20,2016,5,5,12,1,2016,5,5,12,7,STN-00252,_____,STN-00237,_______________,P-COM,___0_425,425,0:05:21,104.2425, , ,,Stuff
MNR-02770,2016,5,5,11,28,2016,5,5,11,30,2016,5,5,15,55,2016,5,5,11,44,2016,5,5,11,54,STN-00247,_____,STN-00256,______,P-COM,___0_403,403,0:10:16,241.7846, , ,,Stuff
MNR-02769,2016,5,5,9,58,2016,5,5,10,0,2016,5,5,14,25,2016,5,5,11,3,2016,5,5,11,18,STN-00254,_________,STN-00248,_______,P-COM,___0_419,419_1,0:14:41,276.15, , ,,Stuff
MNR-02768,2016,5,5,9,57,2016,5,5,10,0,2016,5,5,14,25,2016,5,5,10,36,2016,5,5,10,47,STN-00202,________,STN-00257,_____,P-COM,___0_401,401,0:11:15,246.5179, , ,,Stuff
MNR-02767,2016,5,5,7,59,2016,5,5,8,0,2016,5,5,18,0,2016,5,5,8,10,2016,5,5,14,22,STN-00204,___________,STN-00238,____K_____,P-COM,___0_420,420_1,6:11:42,541.8175, , ,,Stuff
MNR-02765,2016,5,4,8,51,2016,5,4,8,55,2016,5,4,13,20,2016,5,4,8,56,2016,5,4,9,7,STN-00236,____K_______,STN-00204,___________,P-COM,___0_420,420_1,0:10:40,209.6973, , ,,Stuff
MNR-02764,2016,5,4,7,18,2016,5,4,7,30,2016,5,4,8,5,2016,5,4,7,44,2016,5,4,7,47,STN-00202,________,STN-00204,___________,P-COM,___0_416,416_1,0:02:17,39.6399, , ,,Stuff
MNR-02763,2016,5,3,20,13,2016,5,3,20,15,2016,5,3,23,0,2016,5,3,20,16,2016,5,3,20,17,STN-00204,___________,STN-00202,________,P-COM,___0_416,416_1,0:01:16,20.712, , ,,Stuff
MNR-02762,2016,5,3,16,41,2016,5,3,16,45,2016,5,3,21,10,2016,5,3,16,56,2016,5,3,16,58,STN-00237,_______________,STN-00256,______,P-COM,___0_414,414,0:02:09,28.323, , ,,Stuff
MNR-02761,2016,5,3,12,20,2016,5,3,12,25,2016,5,3,16,50,2016,5,3,12,26,2016,5,3,12,35,STN-00256,______,STN-00258,_____,P-COM,___0_405,405,0:09:25,209.1871, , ,,Stuff
MNR-02760,2016,5,3,11,45,2016,5,3,11,50,2016,5,3,16,15,2016,5,3,11,54,2016,5,3,12,9,STN-00251,_____,STN-00257,_____,P-COM,___0_421,421,0:15:06,343.3099, , ,,Stuff
MNR-02759,2016,5,3,11,8,2016,5,3,11,10,2016,5,3,15,35,2016,5,3,11,10,2016,5,3,11,13,STN-00202,________,STN-00204,___________,P-COM,___0_420,420_1,0:02:16,34.0172, , ,,Stuff
MNR-02758,2016,5,2,19,40,2016,5,2,19,45,2016,5,3,0,10,2016,5,2,19,52,2016,5,2,20,1,STN-00230,____K_______,STN-00195,_____,P-COM,___0_401,401,0:08:51,141.5281, , ,,Stuff
MNR-02757,2016,5,2,19,14,2016,5,2,19,20,2016,5,2,23,45,2016,5,2,19,37,2016,5,2,19,38,STN-00239,____K_____,STN-00191,________,P-COM,___0_419,419_1,0:01:42,43.7215, , ,,Stuff
MNR-02756,2016,5,2,19,13,2016,5,2,19,15,2016,5,2,23,40,2016,5,2,19,15,2016,5,2,19,21,STN-00256,______,STN-00235,____K_____,P-COM,___0_422,422,0:05:57,149.1294, , ,,Stuff
MNR-02755,2016,5,2,18,40,2016,5,2,18,45,2016,5,2,23,10,2016,5,2,19,5,2016,5,2,19,7,STN-00237,_______________,STN-00256,______,P-COM,___0_405,405,0:01:40,36.5511, , ,,Stuff
MNR-02754,2016,5,2,18,40,2016,5,2,18,45,2016,5,2,23,10,2016,5,2,18,51,2016,5,2,19,4,STN-00254,_________,STN-00237,_______________,P-COM,___0_414,414,0:12:56,233.0665, , ,,Stuff
MNR-02753,2016,5,1,17,52,2016,5,1,17,55,2016,5,1,22,20,2016,5,1,17,55,2016,5,1,17,58,STN-00235,____K_____,STN-00252,_____,P-COM,___0_425,425,0:02:36,89.3389, , ,,Stuff
MNR-02752,2016,5,1,16,47,2016,5,1,17,0,2016,5,1,21,25,2016,5,1,17,15,2016,5,1,17,19,STN-00250,______,STN-00244,________,P-COM,___0_427,427_1,0:03:52,61.8083, , ,,Stuff
MNR-02751,2016,5,1,14,38,2016,5,1,14,40,2016,5,1,19,5,2016,5,1,14,40,2016,5,1,14,43,STN-00235,____K_____,STN-00235,____K_____,P-COM,___0_425,425,0:02:52,0.3542, , ,,Stuff
MNR-02750,2016,5,1,10,45,2016,5,1,10,50,2016,5,1,15,15,2016,5,1,11,9,2016,5,1,11,13,STN-00237,_______________,STN-00256,______,P-COM,___0_422,422,0:03:34,31.6058, , ,,Stuff
MNR-02749,2016,5,1,10,44,2016,5,1,10,50,2016,5,1,15,15,2016,5,1,11,7,2016,5,1,11,10,STN-00256,______,STN-00237,_______________,P-COM,___0_405,405,0:03:01,29.6729, , ,,Stuff
MNR-02748,2016,4,30,18,9,2016,4,30,18,10,2016,4,30,22,35,2016,4,30,18,17,2016,4,30,18,31,STN-00258,_____,STN-00191,________,P-COM,___0_414,414,0:14:32,185.8877, , ,,Stuff
MNR-02747,2016,4,30,17,39,2016,4,30,17,45,2016,4,30,22,10,2016,4,30,17,57,2016,4,30,18,9,STN-00225,____,STN-00253,______,P-COM,___0_402,402,0:12:42,296.332, , ,,Stuff
MNR-02746,2016,4,30,14,11,2016,4,30,14,15,2016,4,30,18,40,2016,4,30,14,23,2016,4,30,14,31,STN-00204,___________,STN-00236,____K_______,P-COM,___0_429,429,0:07:43,140.6728, , ,,Stuff
MNR-02745,2016,4,30,13,44,2016,4,30,13,45,2016,4,30,14,0,2016,4,30,13,48,2016,4,30,13,58, , ,STN-00204,___________,P-COM,___0_429,429,0:09:24,6.8944, , ,,Stuff
MNR-02744,2016,4,30,13,14,2016,4,30,13,20,2016,4,30,17,45,2016,4,30,13,19,2016,4,30,13,23,STN-00198,_____,STN-00204,___________,P-COM,___0_429,429,0:03:40,66.0711, , ,,Stuff
MNR-02743,2016,4,30,11,3,2016,4,30,11,5,2016,4,30,17,0,2016,4,30,11,8,2016,4,30,14,19,STN-00204,___________,STN-00204,___________,P-COM,___0_421,421,3:11:08,1067.5777, , ,,Stuff
MNR-02741,2016,4,30,10,43,2016,4,30,10,45,2016,4,30,15,10,2016,4,30,10,48,2016,4,30,11,3,STN-00255,________________,STN-00229,____K_______,P-COM,___0_417,417_1,0:15:09,307.6729, , ,,Stuff
MNR-02740,2016,4,30,10,29,2016,4,30,10,30,2016,4,30,14,55,2016,4,30,10,35,2016,4,30,10,41,STN-00193,________,STN-00235,____K_____,P-COM,___0_425,425,0:06:46,159.8958, , ,,Stuff
MNR-02738,2016,4,29,18,4,2016,4,29,18,5,2016,4,29,22,30,2016,4,29,18,11,2016,4,29,18,19,STN-00224,_______,STN-00252,_____,P-COM,___0_420,420_1,0:07:45,173.6761, , ,,Stuff
MNR-02737,2016,4,29,17,45,2016,4,29,17,50,2016,4,29,22,15,2016,4,29,17,53,2016,4,29,18,3,STN-00231,____K_____,STN-00256,______,P-COM,___0_405,405,0:09:46,146.8807, , ,,Stuff
MNR-02735,2016,4,29,12,26,2016,4,29,12,30,2016,4,29,13,30,2016,4,29,12,36,2016,4,29,13,13,STN-00204,___________,STN-00204,___________,P-COM,___0_402,402,0:37:09,222.9717, , ,,Stuff
MNR-02734,2016,4,29,10,40,2016,4,29,10,45,2016,4,29,15,10,2016,4,29,10,48,2016,4,29,10,50,STN-00242,______,STN-00204,___________,P-COM,___0_421,421,0:02:31,65.4398, , ,,Stuff
MNR-02733,2016,4,29,8,37,2016,4,29,8,40,2016,4,29,13,5,2016,4,29,10,23,2016,4,29,10,37,STN-00195,_____,STN-00240,____K_____,P-COM,___0_413,413,0:14:21,193.7812, , ,,Stuff
MNR-02732,2016,4,28,18,36,2016,4,28,18,40,2016,4,28,23,5,2016,4,28,18,50,2016,4,28,18,58,STN-00198,_____,STN-00195,_____,P-COM,___0_401,401,0:07:54,104.6975, , ,,Stuff
MNR-02724,2016,4,28,6,28,2016,4,28,6,30,2016,4,28,20,0,2016,4,28,15,20,2016,4,28,17,4,STN-00198,_____,STN-00198,_____,P-COM,___0_429,429,1:44:12,1406.3531, , ,,Stuff
MNR-02731,2016,4,28,12,13,2016,4,28,12,15,2016,4,28,14,10,2016,4,28,12,20,2016,4,28,12,33,STN-00244,________,STN-00257,_____,P-COM,___0_419,419_1,0:13:16,355.6899, , ,,Stuff
MNR-02730,2016,4,28,11,59,2016,4,28,12,0,2016,4,28,12,55,2016,4,28,12,16,2016,4,28,12,28,STN-00204,___________,STN-00204,___________,P-COM,___0_415,415,0:12:41,135.7951, , ,,Stuff
MNR-02729,2016,4,28,11,47,2016,4,28,11,50,2016,4,28,16,15,2016,4,28,12,3,2016,4,28,12,10,STN-00256,______,STN-00252,_____,P-COM,___0_403,403,0:07:26,146.31, , ,,Stuff
MNR-02728,2016,4,28,11,45,2016,4,28,11,50,2016,4,28,16,15,2016,4,28,11,59,2016,4,28,12,2,STN-00237,_______________,STN-00256,______,P-COM,___0_427,427_1,0:02:59,32.8548, , ,,Stuff
MNR-02727,2016,4,28,10,23,2016,4,28,10,30,2016,4,28,14,55,2016,4,28,10,43,2016,4,28,11,42,STN-00233,____K______,STN-00232,____K_____,B-COM,___0_408,408,0:59:09,1011.6108, , ,,Stuff
MNR-02726,2016,4,28,10,22,2016,4,28,10,25,2016,4,28,14,50,2016,4,28,10,33,2016,4,28,10,41,STN-00193,________,STN-00233,____K______,P-COM,___0_426,426,0:07:51,89.8841, , ,,Stuff
MNR-02725,2016,4,28,10,0,2016,4,28,10,5,2016,4,28,14,30,2016,4,28,10,17,2016,4,28,10,20,STN-00198,_____,STN-00236,____K_______,P-COM,___0_416,416_1,0:03:23,227.7575, , ,,Stuff
MNR-02723,2016,4,27,16,46,2016,4,27,16,50,2016,4,27,21,15,2016,4,27,17,17,2016,4,27,17,35,STN-00196,____ ________,STN-00248,_______,P-COM,___0_404,404,0:18:30,364.4522, , ,,Stuff
MNR-02722,2016,4,27,16,45,2016,4,27,16,50,2016,4,27,21,15,2016,4,27,16,58,2016,4,27,17,5,STN-00223,________,STN-00256,______,P-COM,___0_403,403,0:07:15,118.138, , ,,Stuff
MNR-02721,2016,4,27,10,6,2016,4,27,10,10,2016,4,27,14,35,2016,4,27,10,46,2016,4,27,10,53,STN-00198,_____,STN-00240,____K_____,P-COM,___0_401,401,0:07:30,115.315, , ,,Stuff
MNR-02720,2016,4,27,10,5,2016,4,27,10,10,2016,4,27,14,35,2016,4,27,10,26,2016,4,27,10,33,STN-00202,________,STN-00195,_____,P-COM,___0_413,413,0:07:41,106.4452, , ,,Stuff
MNR-02719,2016,4,26,21,9,2016,4,26,21,15,2016,4,27,1,40,2016,4,26,21,15,2016,4,26,21,25,STN-00256,______,STN-00196,____ ________,P-COM,___0_404,404,0:10:08,240.2112, , ,,Stuff
MNR-02718,2016,4,26,20,33,2016,4,26,20,40,2016,4,27,1,5,2016,4,26,21,11,2016,4,26,21,12,STN-00237,_______________,STN-00256,______,P-COM,___0_421,421,0:01:35,41.7589, , ,,Stuff
MNR-02717,2016,4,26,20,33,2016,4,26,20,35,2016,4,27,1,0,2016,4,26,20,38,2016,4,26,21,7,STN-00201,__________,STN-00237,_______________,P-COM,___0_427,427_1,0:29:06,243.1544, , ,,Stuff
MNR-02716,2016,4,26,15,8,2016,4,26,15,10,2016,4,26,19,35,2016,4,26,15,17,2016,4,26,15,29,STN-00233,____K______,STN-00204,___________,P-COM,___0_416,416_1,0:12:16,161.4231, , ,,Stuff
MNR-02715,2016,4,26,13,55,2016,4,26,14,0,2016,4,26,18,25,2016,4,26,14,14,2016,4,26,14,22,STN-00247,_____,STN-00237,_______________,P-COM,___0_421,421,0:08:18,147.1003, , ,,Stuff
MNR-02714,2016,4,26,11,28,2016,4,26,11,30,2016,4,26,15,55,2016,4,26,11,33,2016,4,26,11,44,STN-00240,____K_____,STN-00231,____K_____,P-COM,___0_405,405,0:11:19,203.0003, , ,,Stuff
MNR-02711,2016,4,25,18,16,2016,4,25,18,20,2016,4,25,22,45,2016,4,25,18,23,2016,4,25,18,32,STN-00229,____K_______,STN-00223,________,P-COM,___0_430,430,0:09:01,131.5561, , ,,Stuff
MNR-02710,2016,4,25,17,55,2016,4,25,18,0,2016,4,25,22,25,2016,4,25,17,59,2016,4,25,18,15,STN-00204,___________,STN-00244,________,P-COM,___0_419,419_1,0:16:35,188.0316, , ,,Stuff
MNR-02709,2016,4,25,14,18,2016,4,25,14,20,2016,4,25,15,20,2016,4,25,14,20,2016,4,25,14,39,STN-00204,___________,STN-00204,___________,P-COM,___0_415,415,0:18:45,146.4336, , ,,Stuff
MNR-02708,2016,4,25,12,54,2016,4,25,13,0,2016,4,25,17,25,2016,4,25,13,13,2016,4,25,13,15,STN-00237,_______________,STN-00256,______,P-COM,___0_404,404,0:02:19,34.1445, , ,,Stuff
MNR-02707,2016,4,25,10,27,2016,4,25,10,30,2016,4,25,14,55,2016,4,25,10,37,2016,4,25,10,50,STN-00235,____K_____,STN-00240,____K_____,P-COM,___0_401,401,0:12:37,242.6945, , ,,Stuff
MNR-02706,2016,4,25,10,12,2016,4,25,10,15,2016,4,25,14,40,2016,4,25,10,16,2016,4,25,10,19,STN-00204,___________,STN-00202,________,P-COM,___0_422,422,0:03:23,23.8753, , ,,Stuff
MNR-02705,2016,4,24,19,35,2016,4,24,19,40,2016,4,25,0,5,2016,4,24,19,43,2016,4,24,19,52,STN-00256,______,STN-00202,________,P-COM,___0_428,428,0:08:42,194.3094, , ,,Stuff
MNR-02704,2016,4,24,19,34,2016,4,24,19,35,2016,4,25,0,0,2016,4,24,19,36,2016,4,24,19,40,STN-00244,________,STN-00256,______,P-COM,___0_430,430,0:03:26,86.3134, , ,,Stuff
MNR-02703,2016,4,24,18,5,2016,4,24,18,10,2016,4,24,22,35,2016,4,24,18,11,2016,4,24,18,13,STN-00202,________,STN-00204,___________,P-COM,___0_422,422,0:02:41,38.2535, , ,,Stuff
MNR-02702,2016,4,24,17,39,2016,4,24,17,45,2016,4,24,18,30,2016,4,24,17,57,2016,4,24,17,58,STN-00252,_____,STN-00252,_____,P-COM,___0_423,423,0:01:25,1.6784, , ,,Stuff
MNR-02701,2016,4,24,17,5,2016,4,24,17,10,2016,4,24,18,0,2016,4,24,17,7,2016,4,24,17,9,STN-00252,_____,STN-00252,_____,P-COM,___0_423,423,0:01:29,0.0035, , ,,Stuff
MNR-02700,2016,4,24,10,39,2016,4,24,10,45,2016,4,24,15,10,2016,4,24,10,48,2016,4,24,10,57,STN-00254,_________,STN-00236,____K_______,P-COM,___0_426,426,0:08:33,185.2111, , ,,Stuff
MNR-02699,2016,4,24,10,17,2016,4,24,10,20,2016,4,24,14,45,2016,4,24,10,29,2016,4,24,10,39,STN-00247,_____,STN-00191,________,P-COM,___0_414,414,0:09:57,178.6675, , ,,Stuff
MNR-02698,2016,4,24,9,57,2016,4,24,10,0,2016,4,24,14,25,2016,4,24,10,9,2016,4,24,10,16,STN-00251,_____,STN-00204,___________,P-COM,___0_415,415,0:06:50,107.9523, , ,,Stuff
MNR-02697,2016,4,23,17,53,2016,4,23,18,0,2016,4,23,22,25,2016,4,23,18,3,2016,4,23,18,9,STN-00239,____K_____,STN-00204,___________,P-COM,___0_422,422,0:05:54,91.9146, , ,,Stuff
MNR-02696,2016,4,23,17,30,2016,4,23,17,35,2016,4,23,22,0,2016,4,23,17,39,2016,4,23,17,54,STN-00255,________________,STN-00233,____K______,B-COM,___0_408,408,0:15:05,307.2896, , ,,Stuff
MNR-02695,2016,4,23,17,12,2016,4,23,17,15,2016,4,23,21,40,2016,4,23,17,23,2016,4,23,17,28,STN-00237,_______________,STN-00256,______,P-COM,___0_428,428,0:04:10,30.0036, , ,,Stuff
MNR-02694,2016,4,23,16,59,2016,4,23,17,5,2016,4,23,21,30,2016,4,23,17,12,2016,4,23,17,23,STN-00247,_____,STN-00237,_______________,P-COM,___0_404,404,0:10:47,143.0808, , ,,Stuff
MNR-02693,2016,4,23,16,43,2016,4,23,16,45,2016,4,23,21,10,2016,4,23,16,49,2016,4,23,17,1,STN-00231,____K_____,STN-00244,________,P-COM,___0_430,430,0:12:08,133.088, , ,,Stuff
MNR-02692,2016,4,23,12,56,2016,4,23,13,0,2016,4,23,17,25,2016,4,23,12,58,2016,4,23,13,0,STN-00202,________,STN-00204,___________,P-COM,___0_421,421,0:02:06,51.1639, , ,,Stuff
MNR-02691,2016,4,23,12,12,2016,4,23,12,15,2016,4,23,16,40,2016,4,23,12,21,2016,4,23,12,39,STN-00196,____ ________,STN-00248,_______,P-COM,___0_418,418,0:17:35,398.6735, , ,,Stuff
MNR-02690,2016,4,23,11,40,2016,4,23,11,45,2016,4,23,16,10,2016,4,23,12,6,2016,4,23,12,15,STN-00255,________________,STN-00231,____K_____,P-COM,___0_407,407,0:08:34,171.4266, , ,,Stuff
MNR-02689,2016,4,22,20,32,2016,4,22,20,40,2016,4,23,1,5,2016,4,22,20,46,2016,4,22,21,5,STN-00204,___________,STN-00201,__________,P-COM,___0_427,427_1,0:19:39,123.0699, , ,,Stuff
MNR-02688,2016,4,22,20,5,2016,4,22,20,15,2016,4,23,0,40,2016,4,22,20,20,2016,4,22,20,38,STN-00229,____K_______,STN-00191,________,P-COM,___0_426,426,0:17:23,362.0009, , ,,Stuff
MNR-02687,2016,4,22,19,28,2016,4,22,19,30,2016,4,22,23,55,2016,4,22,19,36,2016,4,22,19,49,STN-00202,________,STN-00244,________,P-COM,___0_430,430,0:12:59,211.4348, , ,,Stuff
MNR-02686,2016,4,22,19,8,2016,4,22,19,10,2016,4,22,23,35,2016,4,22,19,10,2016,4,22,19,26,STN-00201,__________,STN-00198,_____,P-COM,___0_403,403,0:15:58,151.6362, , ,,Stuff
MNR-02685,2016,4,22,16,52,2016,4,22,16,55,2016,4,22,21,20,2016,4,22,16,58,2016,4,22,17,1,STN-00204,___________,STN-00202,________,P-COM,___0_430,430,0:03:15,31.1182, , ,,Stuff
MNR-02683,2016,4,22,14,16,2016,4,22,14,20,2016,4,22,17,0,2016,4,22,14,27,2016,4,22,16,13,STN-00204,___________,STN-00196,____ ________,P-COM,___0_418,418,1:45:50,905.4718, , ,,Stuff
MNR-02669,2016,4,21,8,27,2016,4,22,7,30,2016,4,22,17,30,2016,4,22,14,0,2016,4,22,14,45,STN-00255,________________,STN-00255,________________,B-COM,___0_408,408,0:44:16,38.906, , ,,Stuff
MNR-02682,2016,4,22,9,54,2016,4,22,10,0,2016,4,22,14,25,2016,4,22,10,0,2016,4,22,10,5,STN-00204,___________,STN-00201,__________,P-COM,___0_403,403,0:05:50,70.0927, , ,,Stuff
MNR-02681,2016,4,21,18,4,2016,4,21,18,5,2016,4,21,22,30,2016,4,21,18,8,2016,4,21,18,11,STN-00204,___________,STN-00202,________,P-COM,___0_421,421,0:02:45,22.6581, , ,,Stuff
MNR-02680,2016,4,21,15,55,2016,4,21,16,0,2016,4,22,20,25,2016,4,21,16,2,2016,4,21,16,20,STN-00197,__________ ________,STN-00229,____K_______,P-COM,___0_417,417_1,0:17:16,288.7802, , ,,Stuff
MNR-02679,2016,4,21,15,37,2016,4,21,15,40,2016,4,21,20,5,2016,4,21,15,45,2016,4,21,15,51,STN-00198,_____,STN-00240,____K_____,P-COM,___0_416,416_1,0:06:28,142.864, , ,,Stuff
MNR-02678,2016,4,21,15,9,2016,4,21,15,15,2016,4,21,19,40,2016,4,21,15,20,2016,4,21,15,34,STN-00198,_____,STN-00244,________,P-COM,___0_430,430,0:13:46,213.3184, , ,,Stuff
MNR-02677,2016,4,21,14,57,2016,4,21,15,0,2016,4,21,19,25,2016,4,21,15,0,2016,4,21,15,4,STN-00198,_____,STN-00193,________,P-COM,___0_425,425,0:04:01,65.0528, , ,,Stuff
MNR-02676,2016,4,21,14,45,2016,4,21,14,50,2016,4,21,19,15,2016,4,21,14,50,2016,4,21,14,55,STN-00198,_____,STN-00204,___________,P-COM,___0_403,403,0:05:10,75.654, , ,,Stuff
MNR-02675,2016,4,21,14,29,2016,4,21,14,30,2016,4,21,18,55,2016,4,21,14,32,2016,4,21,14,41,STN-00231,____K_____,STN-00195,_____,P-COM,___0_413,413,0:09:24,191.0479, , ,,Stuff
MNR-02674,2016,4,21,13,55,2016,4,21,14,0,2016,4,21,18,25,2016,4,21,14,11,2016,4,21,14,22,STN-00247,_____,STN-00230,____K_______,P-COM,___0_422,422,0:11:50,289.0769, , ,,Stuff
MNR-02673,2016,4,21,13,34,2016,4,21,13,40,2016,4,21,18,5,2016,4,21,13,50,2016,4,21,13,56,STN-00198,_____,STN-00204,___________,P-COM,___0_425,425,0:05:31,89.2428, , ,,Stuff
MNR-02672,2016,4,21,10,2,2016,4,21,10,5,2016,4,21,14,30,2016,4,21,10,10,2016,4,21,10,19,STN-00193,________,STN-00204,___________,P-COM,___0_416,416_1,0:08:27,142.4579, , ,,Stuff
MNR-02670,2016,4,21,9,50,2016,4,21,9,55,2016,4,21,14,20,2016,4,21,9,54,2016,4,21,9,58,STN-00198,_____,STN-00204,___________,P-COM,___0_430,430,0:04:22,75.5738, , ,,Stuff
MNR-02668,2016,4,20,15,6,2016,4,20,15,10,2016,4,20,19,35,2016,4,20,15,16,2016,4,20,15,20,STN-00204,___________,STN-00201,__________,P-COM,___0_404,404,0:03:45,64.5532, , ,,Stuff
MNR-02667,2016,4,20,14,26,2016,4,20,14,30,2016,4,20,18,55,2016,4,20,15,8,2016,4,20,15,14,STN-00233,____K______,STN-00204,___________,B-COM,___0_408,408,0:06:04,169.1534, , ,,Stuff
MNR-02666,2016,4,20,14,26,2016,4,20,14,30,2016,4,20,18,55,2016,4,20,14,51,2016,4,20,15,6,STN-00204,___________,STN-00233,____K______,P-COM,___0_418,418,0:14:53,128.9102, , ,,Stuff
MNR-02665,2016,4,20,14,15,2016,4,20,14,20,2016,4,20,18,45,2016,4,20,14,22,2016,4,20,14,24,STN-00256,______,STN-00237,_______________,P-COM,___0_428,428,0:02:19,25.8713, , ,,Stuff
MNR-02664,2016,4,20,14,15,2016,4,20,14,20,2016,4,20,18,45,2016,4,20,14,19,2016,4,20,14,21,STN-00237,_______________,STN-00256,______,P-COM,___0_403,403,0:01:50,30.5542, , ,,Stuff
MNR-02663,2016,4,20,14,8,2016,4,20,14,10,2016,4,20,18,35,2016,4,20,14,12,2016,4,20,14,13,STN-00224,_______,STN-00224,_______,P-COM,___0_420,420_1,0:01:11,0.4976, , ,,Stuff
MNR-02662,2016,4,20,9,55,2016,4,20,10,0,2016,4,20,14,25,2016,4,20,10,5,2016,4,20,10,7,STN-00201,__________,STN-00204,___________,P-COM,___0_404,404,0:02:18,68.5532, , ,,Stuff
MNR-02661,2016,4,19,15,38,2016,4,19,15,40,2016,4,19,20,5,2016,4,19,15,45,2016,4,19,15,58,STN-00198,_____,STN-00238,____K_____,P-COM,___0_425,425,0:13:31,202.9262, , ,,Stuff
MNR-02660,2016,4,19,13,42,2016,4,19,13,45,2016,4,19,18,10,2016,4,19,13,47,2016,4,19,14,6,STN-00224,_______,STN-00248,_______,P-COM,___0_415,415,0:19:18,346.5063, , ,,Stuff
MNR-02659,2016,4,19,13,13,2016,4,19,13,20,2016,4,19,17,45,2016,4,19,13,28,2016,4,19,13,33,STN-00256,______,STN-00235,____K_____,P-COM,___0_401,401,0:05:43,135.6381, , ,,Stuff
MNR-02658,2016,4,18,14,45,2016,4,18,14,50,2016,4,18,19,15,2016,4,18,14,53,2016,4,18,15,1,STN-00236,____K_______,STN-00244,________,P-COM,___0_421,421,0:07:15,310.2387, , ,,Stuff
MNR-02657,2016,4,18,14,37,2016,4,18,14,40,2016,4,18,19,5,2016,4,18,14,38,2016,4,18,14,42,STN-00196,____ ________,STN-00201,__________,P-COM,___0_404,404,0:04:09,78.0031, , ,,Stuff
MNR-02655,2016,4,18,12,17,2016,4,18,12,20,2016,4,18,16,45,2016,4,18,12,26,2016,4,18,12,28,STN-00204,___________,STN-00196,____ ________,P-COM,___0_404,404,0:01:42,32.9973, , ,,Stuff
MNR-02654,2016,4,18,11,56,2016,4,18,12,0,2016,4,18,16,25,2016,4,18,12,1,2016,4,18,12,11,STN-00244,________,STN-00256,______,P-COM,___0_401,401,0:10:03,161.9376, , ,,Stuff
