Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-02914,2016,5,22,10,44,2016,5,22,10,50,2016,5,22,15,15,2016,5,22,11,19,2016,5,22,11,27,STN-00247,_____,STN-00253,______,P-COM,___0_401,401,0:07:21,192.7588, , ,,Stuff
MNR-02913,2016,5,21,17,48,2016,5,21,17,50,2016,5,21,22,15,2016,5,21,17,54,2016,5,21,17,56,STN-00256,______,STN-00237,_______________,P-COM,___0_407,407,0:01:37,39.9464, , ,,Stuff
MNR-02912,2016,5,21,17,6,2016,5,21,17,15,2016,5,21,21,40,2016,5,21,17,39,2016,5,21,17,45,STN-00223,________,STN-00256,______,P-COM,___0_422,422,0:06:00,119.4461, , ,,Stuff
MNR-02911,2016,5,21,13,38,2016,5,21,13,40,2016,5,21,18,5,2016,5,21,13,50,2016,5,21,14,0,STN-00198,_____,STN-00195,_____,P-COM,___0_427,427_1,0:09:58,125.8656, , ,,Stuff
MNR-02910,2016,5,21,12,13,2016,5,21,12,20,2016,5,21,16,45,2016,5,21,12,32,2016,5,21,12,38,STN-00204,___________,STN-00240,____K_____,P-COM,___0_426,426,0:06:09,99.2749, , ,,Stuff
MNR-02909,2016,5,21,12,4,2016,5,21,12,10,2016,5,21,16,35,2016,5,21,12,12,2016,5,21,12,24,STN-00229,____K_______,STN-00236,____K_______,P-COM,___0_420,420_1,0:12:38,238.9282, , ,,Stuff
MNR-02908,2016,5,21,10,29,2016,5,21,10,35,2016,5,21,15,0,2016,5,21,10,41,2016,5,21,10,44,STN-00243,_______,STN-00195,_____,P-COM,___0_428,428,0:03:35,62.0685, , ,,Stuff
MNR-02906,2016,5,20,19,11,2016,5,20,19,15,2016,5,20,23,40,2016,5,20,19,14,2016,5,20,19,19,STN-00198,_____,STN-00243,_______,P-COM,___0_428,428,0:04:59,55.7529, , ,,Stuff
MNR-02905,2016,5,20,16,45,2016,5,20,16,50,2016,5,20,19,30,2016,5,20,16,48,2016,5,20,17,52,STN-00204,___________,STN-00204,___________,B-COM,___0_408,408,1:04:34,157.657, , ,,Stuff
MNR-02904,2016,5,20,15,38,2016,5,20,15,40,2016,5,20,20,5,2016,5,20,15,44,2016,5,20,15,47,STN-00237,_______________,STN-00256,______,P-COM,___0_407,407,0:02:05,35.8261, , ,,Stuff
MNR-02902,2016,5,20,15,29,2016,5,20,15,35,2016,5,20,20,0,2016,5,20,15,40,2016,5,20,16,3,STN-00256,______,STN-00248,_______,P-COM,___0_415,415,0:22:39,411.9049, , ,,Stuff
MNR-02903,2016,5,20,15,37,2016,5,20,15,40,2016,5,20,20,5,2016,5,20,15,40,2016,5,20,15,42,STN-00256,______,STN-00237,_______________,P-COM,___0_424,424,0:02:06,32.2923, , ,,Stuff
MNR-02901,2016,5,20,14,35,2016,5,20,14,40,2016,5,20,19,5,2016,5,20,14,57,2016,5,20,15,9,STN-00198,_____,STN-00204,___________,P-COM,___0_404,404,0:12:27,114.2407, , ,,Stuff
MNR-02900,2016,5,20,14,34,2016,5,20,14,40,2016,5,20,19,5,2016,5,20,14,50,2016,5,20,14,52,STN-00236,____K_______,STN-00193,________,P-COM,___0_413,413,0:01:49,29.8057, , ,,Stuff
MNR-02899,2016,5,20,10,33,2016,5,20,10,40,2016,5,20,15,5,2016,5,20,11,15,2016,5,20,11,30,STN-00254,_________,STN-00237,_______________,P-COM,___0_407,407,0:14:40,257.5794, , ,,Stuff
MNR-02898,2016,5,20,10,32,2016,5,20,10,35,2016,5,20,15,0,2016,5,20,10,49,2016,5,20,10,59,STN-00195,_____,STN-00244,________,P-COM,___0_418,418,0:10:17,206.5928, , ,,Stuff
MNR-02897,2016,5,20,8,39,2016,5,20,8,40,2016,5,20,13,5,2016,5,20,8,43,2016,5,20,8,46,STN-00254,_________,STN-00240,____K_____,P-COM,___0_417,417_1,0:03:22,75.9636, , ,,Stuff
MNR-02896,2016,5,19,18,12,2016,5,19,18,20,2016,5,19,22,45,2016,5,19,18,19,2016,5,19,18,22,STN-00202,________,STN-00204,___________,P-COM,___0_413,413,0:02:33,38.8514, , ,,Stuff
MNR-02895,2016,5,19,17,9,2016,5,19,17,15,2016,5,19,21,40,2016,5,19,17,37,2016,5,19,17,41,STN-00247,_____,STN-00258,_____,P-COM,___0_426,426,0:04:22,77.2145, , ,,Stuff
MNR-02894,2016,5,19,14,23,2016,5,19,14,25,2016,5,19,18,50,2016,5,19,14,37,2016,5,19,14,50,STN-00193,________,STN-00257,_____,P-COM,___0_429,429,0:12:55,302.4535, , ,,Stuff
MNR-02893,2016,5,19,14,4,2016,5,19,14,5,2016,5,19,18,30,2016,5,19,14,18,2016,5,19,14,28,STN-00236,____K_______,STN-00244,________,P-COM,___0_422,422,0:10:29,121.4386, , ,,Stuff
MNR-02892,2016,5,19,12,34,2016,5,19,12,40,2016,5,19,17,5,2016,5,19,12,59,2016,5,19,13,1,STN-00237,_______________,STN-00256,______,P-COM,___0_424,424,0:02:01,38.5874, , ,,Stuff
MNR-02891,2016,5,19,12,22,2016,5,19,12,25,2016,5,19,13,25,2016,5,19,12,27,2016,5,19,12,46,STN-00204,___________,STN-00204,___________,P-COM,___0_417,417_1,0:18:28,126.6665, , ,,Stuff
MNR-02890,2016,5,18,18,3,2016,5,18,18,5,2016,5,18,22,30,2016,5,18,18,42,2016,5,18,18,48,STN-00231,____K_____,STN-00204,___________,B-COM,___0_408,408,0:06:31,95.1755, , ,,Stuff
MNR-02889,2016,5,18,18,2,2016,5,18,18,5,2016,5,18,22,30,2016,5,18,18,20,2016,5,18,18,36,STN-00257,_____,STN-00204,___________,P-COM,___0_417,417_1,0:15:13,273.2964, , ,,Stuff
MNR-02888,2016,5,18,17,11,2016,5,18,17,15,2016,5,18,21,40,2016,5,18,17,15,2016,5,18,17,27, , ,STN-00230,____K_______,P-COM,___0_414,414,0:12:04,176.5157, , ,,Stuff
MNR-02887,2016,5,18,13,13,2016,5,18,13,20,2016,5,18,17,45,2016,5,18,13,38,2016,5,18,13,48,STN-00255,________________,STN-00234,____K______,P-COM,___0_403,403,0:10:27,225.7377, , ,,Stuff
MNR-02886,2016,5,18,12,20,2016,5,18,12,25,2016,5,18,13,0,2016,5,18,12,25,2016,5,18,12,39,STN-00204,___________,STN-00204,___________,P-COM,___0_407,407,0:14:43,113.4284, , ,,Stuff
MNR-02885,2016,5,18,10,21,2016,5,18,10,25,2016,5,18,14,50,2016,5,18,11,1,2016,5,18,11,10,STN-00244,________,STN-00229,____K_______,P-COM,___0_420,420_1,0:08:40,158.9724, , ,,Stuff
MNR-02884,2016,5,18,10,20,2016,5,18,10,25,2016,5,18,14,50,2016,5,18,10,37,2016,5,18,10,48,STN-00236,____K_______,STN-00257,_____,P-COM,___0_417,417_1,0:11:30,288.0225, , ,,Stuff
MNR-02883,2016,5,17,20,2,2016,5,17,20,5,2016,5,18,0,30,2016,5,17,20,7,2016,5,17,20,13,STN-00236,____K_______,STN-00201,__________,P-COM,___0_427,427_1,0:06:32,166.0874, , ,,Stuff
MNR-02882,2016,5,17,19,37,2016,5,17,19,40,2016,5,18,0,5,2016,5,17,19,49,2016,5,17,19,51,STN-00256,______,STN-00237,_______________,P-COM,___0_424,424,0:01:57,35.7758, , ,,Stuff
MNR-02881,2016,5,17,19,34,2016,5,17,19,40,2016,5,18,0,5,2016,5,17,19,45,2016,5,17,19,47,STN-00237,_______________,STN-00256,______,P-COM,___0_426,426,0:01:26,39.4093, , ,,Stuff
MNR-02880,2016,5,17,19,16,2016,5,17,19,20,2016,5,17,23,45,2016,5,17,19,23,2016,5,17,19,29,STN-00191,________,STN-00204,___________,P-COM,___0_413,413,0:06:25,51.8916, , ,,Stuff
MNR-02879,2016,5,17,13,54,2016,5,17,14,0,2016,5,17,18,25,2016,5,17,14,8,2016,5,17,14,18,STN-00257,_____,STN-00238,____K_____,P-COM,___0_421,421,0:09:58,174.9054, , ,,Stuff
MNR-02878,2016,5,17,13,42,2016,5,17,13,45,2016,5,17,18,10,2016,5,17,13,44,2016,5,17,13,58,STN-00193,________,STN-00248,_______,P-COM,___0_415,415,0:14:30,376.8419, , ,,Stuff
MNR-02877,2016,5,17,10,53,2016,5,17,11,0,2016,5,17,15,25,2016,5,17,11,27,2016,5,17,11,35,STN-00231,____K_____,STN-00223,________,P-COM,___0_430,430,0:08:02,159.6698, , ,,Stuff
MNR-02876,2016,5,17,10,34,2016,5,17,10,40,2016,5,17,15,5,2016,5,17,10,43,2016,5,17,11,5,STN-00204,___________,STN-00257,_____,P-COM,___0_421,421,0:22:00,285.7667, , ,,Stuff
MNR-02875,2016,5,17,9,56,2016,5,17,10,0,2016,5,17,14,25,2016,5,17,10,10,2016,5,17,10,19,STN-00198,_____,STN-00195,_____,P-COM,___0_418,418,0:09:32,170.8846, , ,,Stuff
MNR-02874,2016,5,16,17,50,2016,5,16,17,55,2016,5,16,22,20,2016,5,16,17,56,2016,5,16,17,59,STN-00243,_______,STN-00198,_____,P-COM,___0_428,428,0:03:37,52.0928, , ,,Stuff
MNR-02873,2016,5,16,14,31,2016,5,16,14,35,2016,5,16,19,0,2016,5,16,14,35,2016,5,16,14,42,STN-00191,________,STN-00198,_____,P-COM,___0_428,428,0:06:28,94.8715, , ,,Stuff
MNR-02872,2016,5,16,14,2,2016,5,16,14,5,2016,5,16,18,30,2016,5,16,14,25,2016,5,16,14,29,STN-00239,____K_____,STN-00204,___________,P-COM,___0_407,407,0:04:07,89.4386, , ,,Stuff
MNR-02871,2016,5,16,12,38,2016,5,16,12,40,2016,5,16,17,5,2016,5,16,12,43,2016,5,16,12,49,STN-00256,______,STN-00244,________,P-COM,___0_422,422,0:06:27,87.752, , ,,Stuff
MNR-02870,2016,5,16,12,35,2016,5,16,12,40,2016,5,16,17,5,2016,5,16,12,40,2016,5,16,12,41,STN-00237,_______________,STN-00256,______,P-COM,___0_424,424,0:01:42,34.2829, , ,,Stuff
MNR-02869,2016,5,16,12,16,2016,5,16,12,20,2016,5,16,16,45,2016,5,16,12,34,2016,5,16,12,38,STN-00256,______,STN-00237,_______________,P-COM,___0_426,426,0:03:27,39.2694, , ,,Stuff
MNR-02868,2016,5,16,10,37,2016,5,16,10,40,2016,5,16,15,5,2016,5,16,10,43,2016,5,16,10,49,STN-00204,___________,STN-00231,____K_____,P-COM,___0_430,430,0:06:27,77.6549, , ,,Stuff
MNR-02867,2016,5,16,10,12,2016,5,16,10,20,2016,5,16,14,45,2016,5,16,10,31,2016,5,16,10,37,STN-00196,____ ________,STN-00240,____K_____,P-COM,___0_404,404,0:06:26,126.0237, , ,,Stuff
MNR-02866,2016,5,16,9,58,2016,5,16,10,0,2016,5,16,14,25,2016,5,16,10,16,2016,5,16,10,24,STN-00224,_______,STN-00236,____K_______,P-COM,___0_427,427_1,0:08:25,160.0191, , ,,Stuff
MNR-02865,2016,5,15,19,55,2016,5,15,20,0,2016,5,16,0,25,2016,5,15,19,58,2016,5,15,20,1,STN-00201,__________,STN-00240,____K_____,P-COM,___0_402,402,0:02:46,54.7562, , ,,Stuff
MNR-02864,2016,5,15,16,31,2016,5,15,16,35,2016,5,15,21,0,2016,5,15,17,17,2016,5,15,17,39,STN-00235,____K_____,STN-00238,____K_____,P-COM,___0_418,418,0:22:04,307.028, , ,,Stuff
MNR-02863,2016,5,15,16,31,2016,5,15,16,35,2016,5,15,21,0,2016,5,15,16,43,2016,5,15,16,55,STN-00233,____K______,STN-00248,_______,P-COM,___0_417,417_1,0:12:33,255.2462, , ,,Stuff
MNR-02862,2016,5,15,13,33,2016,5,15,13,35,2016,5,15,18,0,2016,5,15,13,35,2016,5,15,13,50,STN-00204,___________,STN-00195,_____,P-COM,___0_413,413,0:15:00,154.464, , ,,Stuff
MNR-02860,2016,5,15,12,18,2016,5,15,12,20,2016,5,15,13,55,2016,5,15,12,26,2016,5,15,13,1,STN-00204,___________,STN-00204,___________,P-COM,___0_413,413,0:35:17,142.4064, , ,,Stuff
MNR-02859,2016,5,15,10,40,2016,5,15,10,45,2016,5,15,15,10,2016,5,15,11,3,2016,5,15,11,16,STN-00247,_____,STN-00256,______,P-COM,___0_422,422,0:13:15,173.489, , ,,Stuff
MNR-02858,2016,5,15,10,18,2016,5,15,10,20,2016,5,15,14,45,2016,5,15,10,22,2016,5,15,10,37,STN-00202,________,STN-00248,_______,P-COM,___0_429,429,0:14:11,267.6861, , ,,Stuff
MNR-02857,2016,5,14,19,59,2016,5,14,20,5,2016,5,15,0,30,2016,5,14,20,25,2016,5,14,20,32,STN-00231,____K_____,STN-00201,__________,P-COM,___0_404,404,0:06:34,118.8464, , ,,Stuff
MNR-02856,2016,5,14,19,59,2016,5,14,20,0,2016,5,15,0,25,2016,5,14,20,11,2016,5,14,20,15,STN-00201,__________,STN-00196,____ ________,P-COM,___0_402,402,0:03:57,70.5807, , ,,Stuff
MNR-02855,2016,5,14,18,36,2016,5,14,18,40,2016,5,14,23,5,2016,5,14,19,0,2016,5,14,19,37,STN-00204,___________,STN-00202,________,P-COM,___0_429,429,0:36:26,481.3992, , ,,Stuff
MNR-02854,2016,5,14,17,21,2016,5,14,17,25,2016,5,14,21,50,2016,5,14,17,24,2016,5,14,17,54,STN-00256,______,STN-00235,____K_____,P-COM,___0_418,418,0:30:32,186.8613, , ,,Stuff
MNR-02853,2016,5,14,16,48,2016,5,14,16,50,2016,5,14,21,15,2016,5,14,17,9,2016,5,14,17,13,STN-00244,________,STN-00256,______,P-COM,___0_414,414,0:04:15,64.7602, , ,,Stuff
MNR-02852,2016,5,14,16,4,2016,5,14,16,10,2016,5,14,20,35,2016,5,14,16,20,2016,5,14,16,22,STN-00196,____ ________,STN-00204,___________,P-COM,___0_417,417_1,0:02:14,50.9788, , ,,Stuff
MNR-02851,2016,5,14,14,21,2016,5,14,14,30,2016,5,14,18,55,2016,5,14,15,6,2016,5,14,15,14,STN-00198,_____,STN-00195,_____,P-COM,___0_421,421,0:07:15,101.5787, , ,,Stuff
MNR-02850,2016,5,14,13,58,2016,5,14,14,0,2016,5,14,15,0,2016,5,14,14,0,2016,5,14,14,1,STN-00238,____K_____,STN-00238,____K_____,B-COM,___0_408,408,0:01:03,2.7411, , ,,Stuff
MNR-02849,2016,5,14,11,22,2016,5,14,11,25,2016,5,14,15,50,2016,5,14,11,40,2016,5,14,11,55,STN-00247,_____,STN-00204,___________,P-COM,___0_402,402,0:15:00,256.8802, , ,,Stuff
MNR-02848,2016,5,14,11,3,2016,5,14,11,5,2016,5,14,15,30,2016,5,14,11,8,2016,5,14,11,14,STN-00198,_____,STN-00195,_____,P-COM,___0_404,404,0:05:27,122.6013, , ,,Stuff
MNR-02847,2016,5,14,10,31,2016,5,14,10,35,2016,5,14,15,0,2016,5,14,10,42,2016,5,14,10,47,STN-00202,________,STN-00201,__________,P-COM,___0_421,421,0:04:46,70.6723, , ,,Stuff
MNR-02846,2016,5,13,19,55,2016,5,13,20,0,2016,5,14,0,25,2016,5,13,20,12,2016,5,13,20,20,STN-00238,____K_____,STN-00248,_______,P-COM,___0_413,413,0:07:57,84.7096, , ,,Stuff
MNR-02845,2016,5,13,19,27,2016,5,13,19,30,2016,5,13,23,55,2016,5,13,19,48,2016,5,13,19,50,STN-00237,_______________,STN-00256,______,P-COM,___0_418,418,0:02:02,30.2731, , ,,Stuff
MNR-02842,2016,5,13,19,6,2016,5,13,19,10,2016,5,13,23,35,2016,5,13,19,31,2016,5,13,19,44,STN-00202,________,STN-00237,_______________,P-COM,___0_424,424,0:13:15,267.7016, , ,,Stuff
MNR-02844,2016,5,13,19,19,2016,5,13,19,20,2016,5,13,19,55,2016,5,13,19,21,2016,5,13,19,25,STN-00201,__________,STN-00204,___________,P-COM,___0_429,429,0:03:56,53.4819, , ,,Stuff
MNR-02841,2016,5,13,16,16,2016,5,13,16,20,2016,5,14,20,45,2016,5,13,16,21,2016,5,13,16,32,STN-00198,_____,STN-00238,____K_____,P-COM,___0_419,419_1,0:11:11,264.2616, , ,,Stuff
MNR-02840,2016,5,12,19,56,2016,5,12,20,0,2016,5,13,0,25,2016,5,12,20,44,2016,5,12,20,56,STN-00256,______,STN-00201,__________,P-COM,___0_429,429,0:12:04,269.0261, , ,,Stuff
MNR-02839,2016,5,12,19,54,2016,5,12,20,0,2016,5,13,0,25,2016,5,12,20,37,2016,5,12,20,43,STN-00244,________,STN-00256,______,P-COM,___0_419,419_1,0:06:23,69.8012, , ,,Stuff
MNR-02838,2016,5,12,17,35,2016,5,12,17,40,2016,5,12,19,0,2016,5,12,17,59,2016,5,12,18,18,STN-00204,___________,STN-00204,___________,P-COM,___0_413,413,0:19:09,113.5709, , ,,Stuff
MNR-02837,2016,5,12,16,7,2016,5,12,16,10,2016,5,12,20,35,2016,5,12,16,12,2016,5,12,16,15,STN-00202,________,STN-00204,___________,P-COM,___0_421,421,0:02:31,33.4876, , ,,Stuff
MNR-02835,2016,5,12,10,34,2016,5,12,10,45,2016,5,12,15,15,2016,5,12,11,13,2016,5,12,11,33,STN-00255,________________,STN-00238,____K_____,P-COM,___0_417,417_1,0:20:22,374.0653, , ,,Stuff
MNR-02836,2016,5,12,10,43,2016,5,12,10,45,2016,5,12,11,55,2016,5,12,11,7,2016,5,12,11,48, , ,STN-00204,___________,P-COM,___0_413,413,0:41:28,160.2721, , ,,Stuff
MNR-02834,2016,5,12,10,20,2016,5,12,10,25,2016,5,12,14,50,2016,5,12,10,41,2016,5,12,10,51,STN-00257,_____,STN-00248,_______,P-COM,___0_414,414,0:10:36,236.672, , ,,Stuff
MNR-02833,2016,5,12,10,19,2016,5,12,10,25,2016,5,12,14,50,2016,5,12,10,26,2016,5,12,10,30,STN-00243,_______,STN-00195,_____,P-COM,___0_424,424,0:03:46,51.9978, , ,,Stuff
MNR-02831,2016,5,11,15,49,2016,5,11,15,55,2016,5,11,20,20,2016,5,11,16,10,2016,5,11,16,12,STN-00237,_______________,STN-00256,______,P-COM,___0_429,429,0:02:11,33.7875, , ,,Stuff
MNR-02829,2016,5,11,15,45,2016,5,11,15,50,2016,5,11,20,15,2016,5,11,16,7,2016,5,11,16,9,STN-00256,______,STN-00237,_______________,P-COM,___0_418,418,0:01:18,38.3004, , ,,Stuff
MNR-02830,2016,5,11,15,49,2016,5,11,15,50,2016,5,11,20,15,2016,5,11,16,7,2016,5,11,16,27,STN-00256,______,STN-00248,_______,P-COM,___0_419,419_1,0:20:01,427.8965, , ,,Stuff
MNR-02828,2016,5,11,13,26,2016,5,11,13,30,2016,5,11,15,0,2016,5,11,13,33,2016,5,11,14,31,STN-00204,___________,STN-00204,___________,P-COM,___0_413,413,0:58:14,453.3157, , ,,Stuff
MNR-02826,2016,5,11,12,18,2016,5,11,12,20,2016,5,11,16,45,2016,5,11,12,38,2016,5,11,12,42,STN-00201,__________,STN-00204,___________,P-COM,___0_413,413,0:04:41,61.1401, , ,,Stuff
MNR-02825,2016,5,11,12,17,2016,5,11,12,20,2016,5,11,16,45,2016,5,11,12,24,2016,5,11,12,30,STN-00239,____K_____,STN-00191,________,P-COM,___0_428,428,0:05:25,38.397, , ,,Stuff
MNR-02824,2016,5,11,11,28,2016,5,11,11,40,2016,5,11,16,5,2016,5,11,11,52,2016,5,11,12,3,STN-00255,________________,STN-00198,_____,P-COM,___0_414,414,0:10:26,237.5736, , ,,Stuff
MNR-02823,2016,5,11,10,54,2016,5,11,11,0,2016,5,11,15,25,2016,5,11,11,33,2016,5,11,11,39,STN-00232,____K_____,STN-00249,_____,P-COM,___0_416,416_1,0:05:58,110.022, , ,,Stuff
MNR-02822,2016,5,11,10,28,2016,5,11,10,30,2016,5,11,14,55,2016,5,11,11,9,2016,5,11,11,13,STN-00244,________,STN-00237,_______________,P-COM,___0_429,429,0:03:52,77.2395, , ,,Stuff
MNR-02821,2016,5,11,10,27,2016,5,11,10,30,2016,5,11,14,55,2016,5,11,10,44,2016,5,11,10,51,STN-00193,________,STN-00195,_____,P-COM,___0_424,424,0:06:23,131.7625, , ,,Stuff
MNR-02820,2016,5,11,9,27,2016,5,11,9,30,2016,5,11,13,55,2016,5,11,9,37,2016,5,11,9,41,STN-00240,____K_____,STN-00204,___________,P-COM,___0_417,417_1,0:04:25,117.1125, , ,,Stuff
MNR-02819,2016,5,10,17,33,2016,5,10,17,35,2016,5,10,22,0,2016,5,10,17,43,2016,5,10,17,51,STN-00204,___________,STN-00193,________,P-COM,___0_415,415,0:08:15,128.6406, , ,,Stuff
MNR-02818,2016,5,10,16,10,2016,5,10,16,15,2016,5,10,20,40,2016,5,10,16,14,2016,5,10,16,20,STN-00236,____K_______,STN-00204,___________,P-COM,___0_415,415,0:06:37,130.8368, , ,,Stuff
MNR-02816,2016,5,10,14,28,2016,5,10,14,30,2016,5,10,18,55,2016,5,10,14,35,2016,5,10,14,52,STN-00242,______,STN-00258,_____,P-COM,___0_426,426,0:17:08,333.862, , ,,Stuff
MNR-02811,2016,5,10,12,7,2016,5,10,12,10,2016,5,10,16,35,2016,5,10,14,2,2016,5,10,14,9,STN-00224,_______,STN-00256,______,P-COM,___0_419,419_1,0:07:35,105.6309, , ,,Stuff
MNR-02813,2016,5,10,13,53,2016,5,10,13,55,2016,5,10,14,25,2016,5,10,13,54,2016,5,10,13,58,STN-00198,_____,STN-00204,___________,P-COM,___0_414,414,0:04:04,77.768, , ,,Stuff
MNR-02812,2016,5,10,12,42,2016,5,10,12,45,2016,5,10,17,10,2016,5,10,12,59,2016,5,10,13,12,STN-00198,_____,STN-00247,_____,P-COM,___0_422,422,0:13:33,259.0081, , ,,Stuff
MNR-02808,2016,5,10,12,4,2016,5,10,12,10,2016,5,10,16,35,2016,5,10,12,41,2016,5,10,12,47,STN-00254,_________,STN-00240,____K_____,P-COM,___0_407,407,0:06:02,75.2183, , ,,Stuff
MNR-02807,2016,5,10,12,3,2016,5,10,12,10,2016,5,10,16,35,2016,5,10,12,13,2016,5,10,12,21,STN-00195,_____,STN-00257,_____,P-COM,___0_405,405,0:07:56,185.585, , ,,Stuff
MNR-02806,2016,5,10,8,5,2016,5,10,8,10,2016,5,10,8,20,2016,5,10,8,8,2016,5,10,8,12,STN-00204,___________,STN-00198,_____,P-COM,___0_417,417_1,0:03:57,57.4612, , ,,Stuff
MNR-02805,2016,5,9,19,10,2016,5,9,19,15,2016,5,9,23,40,2016,5,9,19,15,2016,5,9,20,27,STN-00201,__________,STN-00242,______,P-COM,___0_426,426,1:11:17,219.1348, , ,,Stuff
MNR-02804,2016,5,9,15,54,2016,5,9,16,0,2016,5,9,20,25,2016,5,9,16,2,2016,5,9,16,8,STN-00224,_______,STN-00256,______,P-COM,___0_418,418,0:05:24,126.4886, , ,,Stuff
MNR-02803,2016,5,9,15,21,2016,5,9,15,25,2016,5,9,19,50,2016,5,9,15,38,2016,5,9,15,42,STN-00242,______,STN-00204,___________,P-COM,___0_417,417_1,0:03:37,67.7999, , ,,Stuff
MNR-02802,2016,5,9,15,8,2016,5,9,15,10,2016,5,9,19,35,2016,5,9,15,10,2016,5,9,15,15,STN-00198,_____,STN-00204,___________,P-COM,___0_429,429,0:04:32,59.5508, , ,,Stuff
MNR-02801,2016,5,9,14,33,2016,5,9,14,35,2016,5,9,19,0,2016,5,9,14,41,2016,5,9,14,57,STN-00244,________,STN-00204,___________,P-COM,___0_407,407,0:16:02,368.65, , ,,Stuff
MNR-02800,2016,5,9,12,50,2016,5,9,12,55,2016,5,9,17,0,2016,5,9,14,37,2016,5,9,15,43,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,1:06:48,375.9614, , ,,Stuff
MNR-02799,2016,5,8,20,2,2016,5,8,20,5,2016,5,9,0,30,2016,5,8,20,7,2016,5,8,20,10,STN-00201,__________,STN-00242,______,P-COM,___0_417,417_1,0:02:56,33.9246, , ,,Stuff
MNR-02798,2016,5,8,19,41,2016,5,8,19,45,2016,5,9,0,10,2016,5,8,19,51,2016,5,8,20,0,STN-00236,____K_______,STN-00201,__________,P-COM,___0_426,426,0:08:38,190.5158, , ,,Stuff
MNR-02797,2016,5,8,19,33,2016,5,8,19,35,2016,5,9,0,0,2016,5,8,19,41,2016,5,8,19,48,STN-00256,______,STN-00193,________,P-COM,___0_424,424,0:06:44,187.7921, , ,,Stuff
MNR-02796,2016,5,8,19,13,2016,5,8,19,15,2016,5,8,23,40,2016,5,8,19,19,2016,5,8,19,28,STN-00256,______,STN-00247,_____,P-COM,___0_403,403,0:08:52,203.3367, , ,,Stuff
MNR-02795,2016,5,8,18,46,2016,5,8,18,55,2016,5,8,23,20,2016,5,8,19,4,2016,5,8,19,11,STN-00244,________,STN-00229,____K_______,P-COM,___0_420,420_1,0:06:33,157.6432, , ,,Stuff
MNR-02794,2016,5,8,18,36,2016,5,8,18,40,2016,5,8,23,5,2016,5,8,18,47,2016,5,8,18,53,STN-00202,________,STN-00236,____K_______,P-COM,___0_415,415,0:06:19,245.467, , ,,Stuff
MNR-02793,2016,5,8,16,2,2016,5,8,16,5,2016,5,8,20,30,2016,5,8,16,11,2016,5,8,16,19,STN-00204,___________,STN-00198,_____,P-COM,___0_429,429,0:07:19,95.365, , ,,Stuff
MNR-02791,2016,5,8,13,55,2016,5,8,14,0,2016,5,8,18,25,2016,5,8,14,21,2016,5,8,14,29,STN-00204,___________,STN-00202,________,P-COM,___0_415,415,0:08:34,118.053, , ,,Stuff
MNR-02792,2016,5,8,14,12,2016,5,8,14,15,2016,5,8,18,40,2016,5,8,14,19,2016,5,8,14,54,STN-00204,___________,STN-00204,___________,P-COM,___0_429,429,0:35:39,287.6481, , ,,Stuff
MNR-02790,2016,5,8,12,31,2016,5,8,12,35,2016,5,8,17,0,2016,5,8,12,43,2016,5,8,12,49,STN-00256,______,STN-00252,_____,P-COM,___0_413,413,0:06:05,141.3614, , ,,Stuff
MNR-02789,2016,5,8,12,30,2016,5,8,12,35,2016,5,8,17,0,2016,5,8,12,37,2016,5,8,12,42,STN-00244,________,STN-00256,______,P-COM,___0_430,430,0:05:02,70.8033, , ,,Stuff
MNR-02788,2016,5,8,12,3,2016,5,8,12,5,2016,5,8,16,30,2016,5,8,12,24,2016,5,8,12,27,STN-00237,_______________,STN-00256,______,P-COM,___0_403,403,0:03:22,34.5498, , ,,Stuff
MNR-02787,2016,5,8,10,28,2016,5,8,10,30,2016,5,8,14,55,2016,5,8,10,58,2016,5,8,11,9,STN-00258,_____,STN-00253,______,P-COM,___0_401,401,0:10:40,122.278, , ,,Stuff
MNR-02786,2016,5,7,17,54,2016,5,7,18,0,2016,5,7,22,25,2016,5,7,18,7,2016,5,7,18,24,STN-00258,_____,STN-00201,__________,P-COM,___0_405,405,0:17:03,270.5115, , ,,Stuff
MNR-02785,2016,5,7,17,2,2016,5,7,17,10,2016,5,7,21,40,2016,5,7,17,29,2016,5,7,17,50,STN-00229,____K_______,STN-00204,___________,P-COM,___0_417,417_1,0:20:56,345.8072, , ,,Stuff
MNR-02784,2016,5,7,17,1,2016,5,7,17,5,2016,5,7,21,30,2016,5,7,17,13,2016,5,7,17,22,STN-00193,________,STN-00256,______,P-COM,___0_413,413,0:09:07,174.6209, , ,,Stuff
