229424,16:19:00,1300 Boylston St Boston Ma 02215,-71.097575,42.34454,16:26:00,Unnamed Road Boston Ma,-71.092617,42.348005,0:07:00
229425,16:20:00,Park Plz Boston Ma,-71.067687,42.351655,16:25:00,Huntington Ave @ I-90 Boston Ma,-71.077925,42.348282,0:05:00
229426,16:23:00,710 Atlantic Ave Boston Ma 02111,-71.05563,42.351333,16:37:00,Commonwealth Ave @ Brookline Ave Boston Ma 02215,-71.096878,42.348705,0:14:00
229427,16:24:00,250 Ipswich St Boston Ma 02215,-71.094235,42.347328,16:42:00,44 Broad St Boston Ma 02110,-71.05401,42.358105,0:18:00
229428,16:24:00,Arlington St Boston Ma,-71.071048,42.352805,16:31:00,Unnamed Road Boston Ma,-71.081222,42.346017,0:07:00
229430,16:25:00,Unnamed Road Boston Ma,-71.02251,42.365347,16:50:00,360 Beacon St Boston Ma 02116,-71.08386,42.35255,0:25:00
229431,16:26:00,810 Boylston St Boston Ma 02199,-71.082497,42.348673,16:39:00,437 Atlantic Ave Boston Ma 02110,-71.052447,42.354277,0:13:00
229433,16:28:00,770 Atlantic Ave Boston Ma 02111,-71.056592,42.350173,16:41:00,260 Commonwealth Ave Boston Ma,-71.083825,42.350733,0:13:00
131084,18:28:00,110 Staniford St Boston Ma 02114,-71.063555,42.363552,18:36:00,Unnamed Road Boston Ma,-71.020335,42.36957,0:08:00
131301,18:29:00,20 Boates Ct Boston Ma 02110,-71.052588,42.355797,18:41:00,546 Tremont St Boston Ma 02116,-71.071473,42.34416,0:12:00
131303,18:32:00,145 Dartmouth St Boston Ma 02116,-71.076066,42.347493,18:43:00,Commonwealth Ave @ Beacon St Boston Ma,-71.094278,42.349172,0:11:00
131504,18:33:00,Devonshire St Boston Ma,-71.057307,42.355397,18:44:00,Unnamed Road Boston Ma,-71.019008,42.36852,0:11:00
131505,18:33:00,Unnamed Road Boston Ma,-71.022533,42.365618,19:01:00,4 Vining St Boston Ma,-71.107655,42.335668,0:28:00
131508,18:36:00,21 Charles St Boston Ma 02114,-71.069913,42.356735,18:50:00,90 Arundel St Boston Ma 02215,-71.103328,42.347235,0:14:00
131519,18:38:00,Unnamed Road Boston Ma,-71.019592,42.362477,19:00:00,Huntington Ave @ I-90 Boston Ma,-71.077443,42.348468,0:22:00
131520,18:39:00,6 Kneeland St Boston Ma 02111,-71.062818,42.350853,18:50:00,166 St Botolph St Boston Ma 02115,-71.083227,42.342945,0:11:00
131529,18:41:00,40 Park Plz Boston Ma 02116,-71.070048,42.35124,18:52:00,72 Brookline Ave Boston Ma 02215,-71.099,42.34701,0:11:00
131532,18:43:00,96 Huntington Ave Boston Ma,-71.079242,42.346987,18:43:00,97 Huntington Ave Boston Ma,-71.079185,42.346992,0:00:00
131533,18:44:00,270 Northern Ave Boston Ma 02210,-71.038213,42.348538,19:03:00,190 Ipswich St Boston Ma,-71.095502,42.346137,0:19:00
131541,18:51:00,49 Fargo St Boston Ma 02210,-71.043585,42.34618,18:53:00,250 Northern Ave Boston Ma 02210,-71.038993,42.348953,0:02:00
131543,18:51:00,Unnamed Road Boston Ma,-71.040912,42.34879,18:57:00,260 Northern Ave Boston Ma 02210,-71.038365,42.3488,0:06:00
262682,21:57:00,270 Northern Ave Boston Ma 02210,-71.038052,42.348545,22:04:00,37 Broad St Boston Ma 02110,-71.054192,42.358252,0:07:00
262683,21:58:00,770 Atlantic Ave Boston Ma 02111,-71.056803,42.35021,22:04:00,1700 Washington St Boston Ma 02118,-71.07612,42.337093,0:06:00
262684,21:59:00,10 Noyes Pl Boston Ma 02113,-71.055515,42.365078,22:20:00,Commonwealth Ave @ Unnamed Road Boston Ma,-71.090583,42.349227,0:21:00
262959,21:59:00,850 Boylston St Boston Ma 02199,-71.083167,42.348495,22:05:00,2 Burlington Ave Boston Ma 02215,-71.100382,42.34549,0:06:00
131073,22:07:00,597 Tremont St Boston Ma 02118,-71.073663,42.342848,22:12:00,190 Commonwealth Ave Boston Ma 02116,-71.080107,42.351142,0:05:00
131075,22:08:00,Unnamed Road Boston Ma,-71.04305,42.34992,22:20:00,150 Tremont St Boston Ma 02111,-71.063403,42.354913,0:12:00
