route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
Red-1-0,Red,0,Ashmont,,1,10010051,40526285-L
Red-3-0,Red,0,Braintree,,1,10010052,40526296-L
Red-1-1,Red,1,Alewife,,1,10010151,40526276-L
Red-3-1,Red,1,Alewife,,1,10010152,40526291-L
Mattapan-_-0,Mattapan,0,Mattapan,,1,10011000,40826379
Mattapan-_-1,Mattapan,1,Ashmont,,1,10011100,40826378
Orange-3-0,Orange,0,Forest Hills,,1,10020000,40709167
Orange-5-0,Orange,0,Forest Hills,Weekdays only,3,10020099,40709151
Orange-3-1,Orange,1,Oak Grove,,1,10020100,40709170
Green-B-3-0,Green-B,0,Boston College,,1,10032000,40851231-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-B-0-0,Green-B,0,Boston College,Weekend early mornings only,3,10032099,40819660-ClevelandCircleStMary
Green-B-3-1,Green-B,1,Park Street,,1,10032100,40851136-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-B-0-1,Green-B,1,Lechmere,Weekend early mornings only,3,10032199,40819659-ClevelandCircleStMary
Green-C-1-0,Green-C,0,Cleveland Circle,,1,10033000,40851149-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-C-0-0,Green-C,0,Cleveland Circle,,3,10033099,40851147-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-C-1-1,Green-C,1,North Station,,1,10033100,40851141-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-C-0-1,Green-C,1,Lechmere,Early mornings only,3,10033199,40851137-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-2-0,Green-D,0,Riverside,,1,10034003,40851777-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-4-0,Green-D,0,Reservoir,Weekdays only,3,10034098,40851550-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-6-0,Green-D,0,Riverside,Weekday evenings only,3,10034098,40853343-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore2
Green-D-0-0,Green-D,0,Riverside,Weekdays only,3,10034099,40852542-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-2-1,Green-D,1,Government Center,,1,10034104,40851128-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-4-1,Green-D,1,Lechmere,Weekdays only,3,10034197,40851498-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-6-1,Green-D,1,Government Center,Weekday evenings only,3,10034198,40853320-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore0
Green-D-0-1,Green-D,1,Lechmere,Weekday early mornings only,3,10034199,40852540-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-1-1,Green-D,1,North Station,Weekday evenings only,3,10034199,40851949-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-D-5-1,Green-D,1,Government Center,Weekday early mornings only,3,10034199,40851495-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-E-0-0,Green-E,0,Heath Street,,1,10035000,40851171-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-E-2-0,Green-E,0,Heath Street,Weekday early mornings only,3,10035099,40851243-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Green-E-0-1,Green-E,1,Lechmere,,1,10035100,40851245-RedSox-20:30-22:30-ClevelandCircleStMaryNewtonHighlandsKenmore
Blue-6-0,Blue,0,Bowdoin,,1,10040003,40629513
Blue-8-0,Blue,0,Bowdoin,,3,10040096,40629720
Blue-6-1,Blue,1,Wonderland,,1,10040100,40629721
741-_-0,741,0,Logan Airport,,1,10051000,40606448
741-_-1,741,1,South Station,,1,10051101,40606342
741-2-1,741,1,South Station,Early mornings and late nights only,3,10051198,40669118
742-1-0,742,0,Drydock,,1,10052059,40606000
742-_-0,742,0,Drydock,,2,10052060,40606124
742-_-1,742,1,South Station,,1,10052145,40606147
742-1-1,742,1,South Station,,2,10052160,40605997
742-3-1,742,1,South Station,Evenings only,3,10052193,40605921
743-_-0,743,0,Chelsea,,1,10053000,40605853
743-_-1,743,1,South Station,,1,10053101,40605855
743-1-1,743,1,South Station,Late nights only,3,10053198,40605711
751-_-0,751,0,Dudley Station,,1,10055000,40605057
751-1-0,751,0,Dudley Station,Early mornings only,3,10055099,40669119
751-_-1,751,1,South Station,,1,10055100,40605056
749-_-0,749,0,Dudley Station,,1,10056000,40604799
749-_-1,749,1,Downtown,,1,10056100,40604798
746-_-0,746,0,Silver Line Way,,1,10057000,40606114
746-_-1,746,1,South Station,,1,10057100,40605845
CR-Fairmount-0-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,20001000,CR-Weekday-Spring-19-751
CR-Fairmount-0-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,20001100,CR-Weekday-Spring-19-750
CR-Fitchburg-0-0,CR-Fitchburg,0,North Station - Wachusett,,1,20002000,CR-Weekday-Spring-19-401
CR-Fitchburg-0-1,CR-Fitchburg,1,Wachusett - North Station,,1,20002100,CR-Weekday-Spring-19-400
CR-Worcester-0-0,CR-Worcester,0,South Station - Worcester,,1,20003000,CR-Weekday-Spring-19-501
CR-Worcester-0-1,CR-Worcester,1,Worcester - South Station,,1,20003100,CR-Weekday-Spring-19-500
CR-Franklin-0-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,20004000,CR-Weekday-Spring-19-701
CR-Franklin-0-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,20004100,CR-Weekday-Spring-19-700
CR-Franklin-1-1,CR-Franklin,1,Forge Park/495 - South Station via Fairmount,,3,20004101,CR-Weekday-Spring-19-790
CR-Greenbush-0-0,CR-Greenbush,0,South Station - Greenbush,,1,20005000,CR-Weekday-Spring-19-071
CR-Greenbush-0-1,CR-Greenbush,1,Greenbush - South Station,,1,20005100,CR-Weekday-Spring-19-070
CR-Haverhill-0-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,20006000,CR-Weekday-LowellFolk-19-285
CR-Haverhill-1-0,CR-Haverhill,0,North Station - Haverhill via Anderson/Woburn,,3,20006001,CR-Weekday-LowellFolk-19-221
CR-Haverhill-0-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,20006100,CR-Weekday-LowellFolk-19-200
CR-Haverhill-1-1,CR-Haverhill,1,Haverhill - North Station via Anderson/Woburn,,3,20006101,CR-Weekday-LowellFolk-19-206
CR-Kingston-0-0,CR-Kingston,0,South Station - Kingston,,1,20007000,CR-Weekday-Spring-19-033
CR-Kingston-1-0,CR-Kingston,0,South Station - Plymouth,,1,20007001,CR-Weekday-Spring-19-063
CR-Kingston-2-0,CR-Kingston,0,South Station - Plymouth via Kingston,,2,20007002,CR-Weekday-Spring-19-065
CR-Kingston-3-0,CR-Kingston,0,South Station - Kingston via Plymouth,,2,20007003,CR-Weekday-Spring-19-061
CR-Kingston-0-1,CR-Kingston,1,Kingston - South Station,,1,20007100,CR-Weekday-Spring-19-032
CR-Kingston-1-1,CR-Kingston,1,Plymouth - South Station,,1,20007101,CR-Weekday-Spring-19-062
CR-Kingston-2-1,CR-Kingston,1,Kingston - South Station via Plymouth,,2,20007102,CR-Weekday-Spring-19-064
CR-Kingston-3-1,CR-Kingston,1,Plymouth - South Station via Kingston,,2,20007103,CR-Weekday-Spring-19-060
CR-Lowell-0-0,CR-Lowell,0,North Station - Lowell,,1,20008000,CR-Weekday-LowellFolk-19-301
CR-Lowell-0-1,CR-Lowell,1,Lowell - North Station,,1,20008100,CR-Weekday-LowellFolk-19-300
CR-Middleborough-0-0,CR-Middleborough,0,South Station - Middleborough/Lakeville,,1,20009000,CR-Weekday-Spring-19-003
CR-Middleborough-0-1,CR-Middleborough,1,Middleborough/Lakeville - South Station,,1,20009100,CR-Weekday-Spring-19-002
CR-Needham-0-0,CR-Needham,0,South Station - Needham Heights,,1,20010000,CR-Weekday-Spring-19-601
CR-Needham-0-1,CR-Needham,1,Needham Heights - South Station,,1,20010100,CR-Weekday-Spring-19-600
CR-Newburyport-0-0,CR-Newburyport,0,North Station - Newburyport,,1,20011000,CR-Weekday-Spring-19-153
CR-Newburyport-1-0,CR-Newburyport,0,North Station - Rockport,,1,20011001,CR-Weekday-Spring-19-101
CR-Newburyport-0-1,CR-Newburyport,1,Newburyport - North Station,,1,20011100,CR-Weekday-Spring-19-150
CR-Newburyport-1-1,CR-Newburyport,1,Rockport - North Station,,1,20011101,CR-Weekday-Spring-19-100
CR-Providence-0-0,CR-Providence,0,South Station - Wickford Junction,,1,20012000,CR-Weekday-Spring-19-8801
CR-Providence-1-0,CR-Providence,0,South Station - Stoughton,,1,20012001,CR-Weekday-Spring-19-903
CR-Providence-0-1,CR-Providence,1,Wickford Junction - South Station,,1,20012100,CR-Weekday-Spring-19-802
CR-Providence-1-1,CR-Providence,1,Stoughton - South Station,,1,20012101,CR-Weekday-Spring-19-900
Boat-F4-0-0,Boat-F4,0,Long Wharf - Charlestown Navy Yard,,1,30001000,Boat-F4-0630-Long-Weekday
Boat-F4-0-1,Boat-F4,1,Charlestown Navy Yard - Long Wharf,,1,30001100,Boat-F4-0645-Charlestown-Weekday
Boat-F1-0-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport & Hull,,1,30002000,Boat-F1-1100-Long-FridaySummer
Boat-F1-1-0,Boat-F1,0,Rowes Wharf - Hingham,Weekdays only,1,30002001,Boat-F1-0650-Rowes-FridaySummer
Boat-F1-2-0,Boat-F1,0,Long Wharf - Hingham via Hull,,2,30002002,Boat-F1-1540-Long-FridaySummer
Boat-F1-3-0,Boat-F1,0,Long Wharf - Hull,,2,30002003,Boat-F1-0800-Long-FridaySummer
Boat-F1-4-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport,,2,30002004,Boat-F1-0910-Long-FridaySummer
Boat-F1-5-0,Boat-F1,0,Long Wharf - Hingham via Georges Island & Hull,Summer weekday middays only,2,30002005,Boat-F1-1300-Long-FridaySummer
Boat-F1-6-0,Boat-F1,0,Long Wharf - Hingham,,2,30002006,Boat-F1-1215-Long-FridaySummer
Boat-F1-7-0,Boat-F1,0,Long Wharf - Hingham via Georges Island,Summer weekends only,2,30002007,Boat-F1-1200-Long-Saturday
Boat-F1-9-0,Boat-F1,0,Long Wharf - Hull via Logan Airport,,2,30002009,Boat-F1-0625-Long-FridaySummer
Boat-F1-0-1,Boat-F1,1,Hingham - Long Wharf via Hull & Logan Airport,,1,30002100,Boat-F1-1300-Hingham-FridaySummer
Boat-F1-1-1,Boat-F1,1,Hingham - Rowes Wharf,Weekdays only,1,30002101,Boat-F1-0600-Hingham-FridaySummer
Boat-F1-2-1,Boat-F1,1,Hingham - Long Wharf via Hull,,2,30002102,Boat-F1-0540-Hingham-FridaySummer
Boat-F1-3-1,Boat-F1,1,Hull - Long Wharf,,2,30002103,Boat-F1-0730-Hull-FridaySummer
Boat-F1-4-1,Boat-F1,1,Hingham - Long Wharf via Logan Airport,,2,30002104,Boat-F1-1545-Hingham-FridaySummer
Boat-F1-6-1,Boat-F1,1,Hingham - Long Wharf,,2,30002106,Boat-F1-1400-Hingham-FridaySummer
Boat-F1-7-1,Boat-F1,1,Hingham - Long Wharf via Georges Island,Summer weekends only,2,30002107,Boat-F1-0900-Hingham-Saturday
Boat-F1-8-1,Boat-F1,1,Hingham - Long Wharf via Georges Island & Logan Airport,Summer weekday middays only,2,30002108,Boat-F1-1000-Hingham-FridaySummer
701-_-0,701,0,Central Square (Limited Stops),Weekdays only,1,40010000,40641521
701-_-1,701,1,Boston Medical Center (Limited Stops),Weekdays only,1,40010102,40641522
701-1-1,701,1,Boston Medical Center (Limited Stops),Weekday evenings only,3,40010197,40641669
747-_-0,747,0,Sullivan via Kendall/MIT (Limited Stops),Weekdays only,1,40020000,40641576
747-_-1,747,1,Ruggles via Kendall/MIT (Limited Stops),Weekdays only,1,40020100,40641577
708-_-0,708,0,Beth Israel (Limited Stops),Weekdays only,1,40030054,40642336
708-1-0,708,0,Beth Israel (Limited Stops),Weekdays only,1,40030057,40641550
708-_-1,708,1,Andrew Station (Limited Stops),Weekdays only,1,40030153,40642339
708-1-1,708,1,Andrew Station (Limited Stops),Weekdays only,2,40030161,40641551
1-_-0,1,0,Harvard,,1,50010000,40667917
1-_-1,1,1,Dudley,,1,50010100,40667916
4-1-0,4,0,North Station,Weekdays only,1,50040048,40642265
4-_-0,4,0,North Station via South Station,Weekday mornings only,1,50040051,40642257
4-_-1,4,1,Tide St,Weekdays only,1,50040149,40642273
4-1-1,4,1,Tide St via South Station,Weekdays only,1,50040150,40642281
5-_-0,5,0,City Point,Middays only,1,50050000,40668774
5-_-1,5,1,McCormack,Middays only,1,50050100,40668646
7-1-0,7,0,City Point,,1,50070035,40668780
7-2-0,7,0,City Point via East First St,Weekdays only,2,50070076,40668781
7-7-0,7,0,City Point via East First St,Weekdays only,2,50070088,40668464
7-1-1,7,1,Otis & Summer,,1,50070145,40668567
7-5-1,7,1,Congress & Atlantic,Weekdays only,2,50070176,40668585
7-2-1,7,1,Otis & Summer,Weekdays only,2,50070177,40668707
8-9-0,8,0,Harbor Point via South Bay Center,,1,50080034,40666973
8-1-0,8,0,Harbor Point,,2,50080067,40667076
8-9-1,8,1,Kenmore via South Bay Center,,1,50080139,40667061
8-1-1,8,1,Kenmore,,2,50080161,40666967
9-_-0,9,0,City Point,,1,50090022,40668493
9-1-0,9,0,City Point,Weekdays only,2,50090078,40668473
9-_-1,9,1,Copley,,1,50090107,40668566
9-1-1,9,1,Copley,AM peak hours only,3,50090192,40668598
10-9-0,10,0,City Point via South Bay Center,,1,50100025,40669039
10-_-0,10,0,City Point,,2,50100080,40669037
10-6-0,10,0,Andrew Station via South Bay Center,Weekday middays only,3,50100097,40669048
10-5-0,10,0,City Point,Late nights only,3,50100098,40668922
10-9-1,10,1,Copley via South Bay Center,,1,50100127,40668930
10-_-1,10,1,Copley,,2,50100173,40668923
11-3-0,11,0,Bayview,,1,50110001,40668859
11-2-0,11,0,Bayview,Sundays only,3,50110098,40625860
11-3-1,11,1,Downtown,,1,50110101,40668924
11-2-1,11,1,Kneeland Street,Sundays only,3,50110198,40625857
14-_-0,14,0,Roslindale Square,,1,50140004,40728208
14-2-0,14,0,Dudley,,3,50140097,40728176
14-1-0,14,0,Roslindale Square,Weekday early mornings only,3,50140098,40728210
14-_-1,14,1,Heath Street,,1,50140101,40728209
14-2-1,14,1,Heath Street,Saturday mornings only,3,50140198,40730360
15-_-0,15,0,Kane Square,,1,50150046,40667583
15-2-0,15,0,Saint Peter's Square,Weekday middays only,2,50150073,40668033
15-1-0,15,0,Fields Corner,,2,50150081,40667590
15-H-0,15,0,Mattapan via Dudley and Fields Corner,Early mornings and late nights only,3,50150099,40669124
15-_-1,15,1,Ruggles,,1,50150144,40667600
15-2-1,15,1,Ruggles,Weekday middays only,2,50150174,40667707
15-1-1,15,1,Ruggles,,2,50150182,40667568
15-4-1,15,1,Dudley Station via Fields Corner,Early mornings only,3,50150199,40666838
15-H-1,15,1,Haymarket via Dudley and Fields Corner,Early mornings and late nights only,3,50150199,40669123
16-9-0,16,0,Forest Hills via South Bay Center,,2,50160064,40667440
16-2-0,16,0,Forest Hills,Weekdays only,2,50160077,40667495
16-8-0,16,0,Forest Hills via South Bay Center,Weekdays only,2,50160081,40667650
16-7-0,16,0,Forest Hills,Weekdays only,2,50160086,40606640
16-3-0,16,0,Forest Hills,,2,50160089,40669110
16-9-1,16,1,Andrew via South Bay Center,,1,50160158,40667417
16-2-1,16,1,UMass,Weekdays only,2,50160176,40667394
16-8-1,16,1,UMass via South Bay Center,Weekdays only,2,50160177,40667540
16-3-1,16,1,Andrew,,2,50160188,40669108
17-_-0,17,0,Fields Corner,,1,50170000,40666603
17-_-1,17,1,Andrew Station,,1,50170100,40666604
18-_-0,18,0,Ashmont,,1,50180000,40666615
18-_-1,18,1,Andrew,,1,50180100,40666616
19-3-0,19,0,Fields Corner,Weekdays only,1,50190028,40666956
19-_-0,19,0,Fields Corner,Weekdays only,2,50190076,40666641
19-3-1,19,1,Kenmore,Weekdays only,1,50190134,40669109
19-_-1,19,1,Ruggles,Weekdays only,2,50190167,40667387
21-_-0,21,0,Ashmont,,1,50210000,40729089
21-_-1,21,1,Forest Hills,,1,50210100,40729290
22-_-0,22,0,Ashmont Station via Jackson Station,,1,50220001,40666656
22-_-1,22,1,Ruggles Station via Jackson Station,,1,50220100,40666655
23-_-0,23,0,Ashmont Station via Washington Street,,1,50230000,40666832
23-_-1,23,1,Ruggles Station via Washington Street,,1,50230100,40666835
23-2-1,23,1,Dudley Square,Weekday early mornings only,3,50230199,40669106
24-_-0,24,0,Wakefield Avenue via River Street,,1,50240000,40727235
24-1-0,24,0,Wakefield Avenue via Metropolitan Avenue,Weekday early mornings only,3,50240099,40727591
24-_-1,24,1,Mattapan Station via River Street,Weekdays only,1,50240101,40727236
24-4-1,24,1,Mattapan Station via River Street,Weekday early mornings only,3,50240198,40727882
2427-2-0,2427,0,Wakefield Avenue via River Street and Mattapan Station,,1,50241000,40727895
2427-2-1,2427,1,Ashmont Station via River Street and Mattapan Station,,1,50241101,40727894
2427-5-1,2427,1,Ashmont Station via River Street and Mattapan Station,Saturday early mornings only,3,50241198,40730518
26-1-0,26,0,Ashmont via Washington Street,,1,50260037,40727726
26-2-0,26,0,Ashmont via Norfolk Street,,2,50260062,40727712
26-1-1,26,1,Gallivan Boulevard via Norfolk Street,,1,50260136,40727725
26-2-1,26,1,Gallivan Boulevard via Washington Street,,2,50260163,40727711
27-_-0,27,0,Mattapan Station via River Street,Weekdays only,1,50270000,40728256
27-_-1,27,1,Ashmont Station via River Street,Weekdays only,1,50270100,40728257
28-_-0,28,0,Mattapan Station via Dudley Station,,1,50280000,40605489
28-_-1,28,1,Ruggles Station via Dudley Station,,1,50280101,40605488
28-2-1,28,1,Dudley Station via Grove Hall,Early mornings only,3,50280198,40666839
29-5-0,29,0,Mattapan Station via Blue Hill Avenue,Weekdays only,1,50290046,40727648
29-1-0,29,0,Mattapan Station via Franklin Field Housing,Weekdays only,2,50290066,40727247
29-_-0,29,0,Mattapan Station via Blue Hill Avenue,,2,50290087,40727269
29-5-1,29,1,Jackson Station via Blue Hill Avenue,Weekdays only,1,50290147,40727649
29-1-1,29,1,Jackson Station via Blue Hill Avenue and Franklin Field Housing,Weekdays only,2,50290161,40727246
29-_-1,29,1,Ruggles Station via Jackson Station,Evenings only,3,50290191,40727275
30-2-0,30,0,Mattapan Station via Roslindale Square,,1,50300001,40727321
30-2-1,30,1,Forest Hills Station via Roslindale Square,,1,50300101,40727306
31-_-0,31,0,Mattapan Station via Morton Street,,1,50310000,40729094
31-_-1,31,1,Forest Hills Station via Morton Street,,1,50310100,40728922
32-1-0,32,0,Wolcott Square via Hyde Park Avenue,,1,50320029,40727754
32-_-0,32,0,Cleary Square via Hyde Park Avenue,Weekdays only,2,50320070,40728695
32-1-1,32,1,Forest Hills Station via Hyde Park Avenue,,1,50320131,40728659
32-_-1,32,1,Forest Hills Station via Hyde Park Avenue,Weekdays only,2,50320169,40727755
3233-5-0,3233,0,River Street and Milton Street via Cleary Square,Early mornings only,1,50321000,40727354
33-5-0,33,0,River Street and Milton Street via River Street,,1,50330045,40727674
33-6-0,33,0,River Street and Milton Street via West Milton Street,Weekdays only,1,50330056,40727343
33-5-1,33,1,Mattapan Station via Reservation,,1,50330141,40727675
33-6-1,33,1,Mattapan Station via West Milton Street,Weekdays only,2,50330164,40727344
33-7-1,33,1,Forest Hills Station via Cleary Square,Weekdays only,3,50330196,40727353
33-4-1,33,1,Forest Hills Station via Cleary Square,Saturdays only,3,50330199,40731175
34-_-0,34,0,Dedham Line via Washington Street,,1,50340000,40728035
34-_-1,34,1,Forest Hills via Washington Street,,1,50340100,40728036
34E-3-0,34E,0,Walpole Center via Dedham Mall,,2,50341066,40727395
34E-4-0,34E,0,Walpole Center,,2,50341072,40727405
34E-9-0,34E,0,Walpole Center via Dedham Mall and Walpole Street,Weekday middays only,2,50341088,40727397
34E-6-0,34E,0,East Walpole via Washington Street,,3,50341093,40728162
34E-8-0,34E,0,East Walpole via Dedham Mall,,3,50341093,40727954
34E-1-0,34E,0,Walpole Center,AM peak hours only,3,50341094,40727411
34E-2-0,34E,0,Walpole Center via Walpole Street,Weekday mornings only,3,50341094,40727381
34E-U-0,34E,0,Walpole Center via Dedham Mall and Upland Woods,Weekday middays only,3,50341097,40727371
34E-T-0,34E,0,Walpole Center via Upland Woods and Walpole Street,Weekday early mornings only,3,50341099,40727415
34E-7-1,34E,1,Forest Hills via Dedham Mall,,1,50341148,40727412
34E-1-1,34E,1,Forest Hills,,2,50341182,40727406
34E-9-1,34E,1,Forest Hills via Mall and Walpole Street,Weekdays only,2,50341185,40727384
34E-6-1,34E,1,Forest Hills,,3,50341193,40728163
34E-8-1,34E,1,Forest Hills via Dedham Mall,,3,50341194,40728172
34E-U-1,34E,1,Forest Hills via Upland Woods and Dedham Mall,Weekday middays only,3,50341197,40727398
34E-Y-1,34E,1,Forest Hills via Upland Woods and Dedham Mall,Weekday evenings only,3,50341199,40727947
35-1-0,35,0,Dedham Mall via Belgrade Avenue,,1,50350018,40728356
35-_-0,35,0,Stimson Street via Belgrade Avenue,Mornings only,2,50350082,40728365
35-1-1,35,1,Forest Hills Station via Belgrade Avenue,,1,50350122,40728355
35-_-1,35,1,Forest Hills Station via Belgrade Avenue,,2,50350178,40728361
36-1-0,36,0,Millennium Park via V.A. Hospital,Weekdays only,1,50360058,40728287
36-8-0,36,0,V.A. Hospital via Belgrade Avenue,,2,50360071,40727522
36-_-0,36,0,Charles River via Belgrade Avenue,,2,50360072,40727459
36-5-0,36,0,Rivermoor Industrial Park via V.A. Hospital,Weekday evenings only,3,50360098,40727586
36-1-1,36,1,Forest Hills Station via Belgrade Avenue,Weekdays only,2,50360161,40728286
36-_-1,36,1,Forest Hills Station via Belgrade Avenue,,2,50360169,40727460
36-8-1,36,1,Forest Hills Station via Belgrade Avenue,,2,50360172,40727493
36-5-1,36,1,Forest Hills Station via Belgrade Avenue,Weekday evenings only,3,50360198,40727587
37-_-0,37,0,Baker Street and Vermont Street via Belgrade Avenue,,1,50370020,40727514
37-3-0,37,0,LaGrange Street and Corey Street via Baker and Vermont,Weekdays only,2,50370079,40727518
37-_-1,37,1,Forest Hills Station via Belgrade Avenue,,1,50370121,40727515
37-3-1,37,1,Forest Hills Station via Baker and Vermont,Weekdays only,2,50370178,40727519
3738-7-0,3738,0,Baker and Vermont via Faulkner Hospital,Saturday mornings only,1,50371000,40730253
3738-7-1,3738,1,Forest Hills Station via Faulkner Hospital,Saturday mornings only,1,50371100,40730282
38-_-0,38,0,Wren Street via Centre Street,,1,50380001,40728428
38-_-1,38,1,Forest Hills Station via Centre Street,,1,50380100,40728417
39-3-0,39,0,Forest Hills Station via Huntington Avenue,,1,50390003,40728852
39-_-0,39,0,Forest Hills via South,Early mornings only,3,50390099,40727543
39-3-1,39,1,Back Bay Station via Copley Square,,1,50390103,40728849
39-_-1,39,1,Haymarket via Forest Hills,Early mornings only,3,50390199,40727542
40-_-0,40,0,Georgetowne via West Boundary Road,,1,50400044,40728627
40-2-0,40,0,Georgetowne via West Boundary Road,Weekdays only,1,50400055,40728618
40-_-1,40,1,Forest Hills Station via West Boundary Road,,1,50400148,40728621
40-2-1,40,1,Forest Hills Station via West Boundary Road,Weekdays only,1,50400151,40728636
4050-5-0,4050,0,Cleary Square via Georgetowne,,1,50401000,40728633
4050-5-1,4050,1,Forest Hills Station via Roslindale Square,,1,50401100,40728607
41-_-0,41,0,Centre Street and Eliot Street via Dudley Station and Jackson Station,,1,50410000,40728381
41-1-0,41,0,Centre Street and Eliot Street via Jackson Station,Weekday early mornings only,3,50410099,40728373
41-_-1,41,1,JFK/UMass Station via Jackson Station and Dudley Station,,1,50410100,40728376
42-1-0,42,0,Forest Hills Station via Washington Street,,1,50420000,40728469
42-1-1,42,1,Dudley Station via Washington Street,,1,50420100,40728521
43-_-0,43,0,Ruggles via Tremont Street,,1,50430000,40668052
43-_-1,43,1,Park Street and Tremont Street,,1,50430100,40668083
44-1-0,44,0,Jackson Square via Humboldt Avenue,Weekdays only,1,50440019,40667310
44-3-0,44,0,Jackson Square via Humboldt Avenue,,2,50440081,40666717
44-1-1,44,1,Ruggles Station via Humboldt Avenue,,1,50440100,40666679
45-_-0,45,0,Franklin Park via Blue Hill Avenue,Weekdays only,1,50450017,40667279
45-3-0,45,0,Franklin Park via Blue Hill Avenue,,2,50450083,40666701
45-1-0,45,0,Ashmont Station via Blue Hill Avenue,Late nights only,3,50450099,40666678
45-_-1,45,1,Ruggles Station via Blue Hill Avenue,,1,50450100,40666682
45-1-1,45,1,Ruggles Station via Blue Hill Avenue,Saturday early mornings only,3,50450199,40701709
47-8-0,47,0,"Central Square, Cambridge via Longwood and Boston Medical Center",,1,50470000,40667432
47-3-0,47,0,"Central Square, Cambridge via Longwood and Boston Medical Center",Sundays only,3,50470099,40625054
47-8-1,47,1,Broadway Station via Boston Medical Center,,1,50470100,40667425
47-3-1,47,1,Boston Medical Center via Dudley Station,Sundays only,3,50470199,40625055
50-_-0,50,0,Cleary Square via Roslindale Square,,1,50500000,40728018
50-_-1,50,1,Forest Hills Station via Roslindale Square,,1,50500100,40728024
51-_-0,51,0,Cleveland Circle via Putterham,,1,50510003,40727993
51-_-1,51,1,Forest Hills Station via Putterham,,1,50510103,40727996
52-1-0,52,0,Dedham Mall via Parker Street,Weekdays only,2,50520061,40727572
52-7-0,52,0,Dedham Mall via Winchester Street,Weekdays only,2,50520068,40727556
52-4-0,52,0,Charles River via Parker Street and Newton Corner,Weekdays only,2,50520085,40727547
52-5-0,52,0,Dedham Mall via Parker Street,AM peak hours only,3,50520093,40727552
52-6-0,52,0,Charles River via Winchester Street,Weekdays only,3,50520093,40727549
52-_-0,52,0,Charles River via Parker Street,Weekday evenings only,3,50520097,40727568
52-7-1,52,1,Watertown Yard via Winchester Street,Weekdays only,2,50520172,40727555
52-1-1,52,1,Watertown Yard via Parker Street,Weekdays only,2,50520174,40727553
52-5-1,52,1,Watertown Yard via Parker Street,Weekday middays only,2,50520180,40727559
52-_-1,52,1,Watertown Yard via Parker Street,Weekday mornings only,2,50520185,40727546
52-4-1,52,1,Watertown Yard via Parker Street,AM peak hours only,2,50520187,40727548
55-1-0,55,0,Queensberry Street via Copley Station,Weekdays only,1,50550025,40666761
55-_-0,55,0,Queensberry Street via Ipswich Street,,2,50550074,40666759
55-1-1,55,1,Park Street and Tremont Street via Copley Station,Weekdays only,1,50550125,40666760
55-_-1,55,1,Copley Station via Ipswich Street,,2,50550174,40666756
57-_-0,57,0,Watertown Yard via Brighton,,1,50570001,40642028
57-H-0,57,0,Watertown via Kenmore,Early mornings only,3,50570099,40642027
57-_-1,57,1,Kenmore Station via Brighton,,1,50570101,40642126
57-H-1,57,1,Haymarket via Kenmore,Early mornings only,3,50570199,40642125
57A-_-0,57A,0,Oak Square via Brighton,Weekdays only,1,50571000,40642038
57A-_-1,57A,1,Kenmore Station via Brighton,Weekdays only,1,50571100,40642106
59-_-0,59,0,Needham Junction via Highland Avenue,,1,50590046,40642186
59-2-0,59,0,Needham Junction via Needham Street,Weekdays only,1,50590053,40642192
59-_-1,59,1,Watertown Square via Highland Avenue,,1,50590144,40642182
